Text,Emotion
Tumhare elava or kisi pe nazr ni jati ;-),love
"Me phle buht religious ta
Ab time k sath sath Lahore me reh k la parwa ho gya hn",sadness
mera result aya ha tu mera bout kaam number bne hn ghr wale repeat ka kha rahe hn.,fear
Oja oye tension dy rahy hu tm tu,fear
Haahaha janeman tu yaad krwa diya kr na .wesy kaha tha ek  dost ko wo keh rha tha eid k baad,love
I have earned 12500 in 3 days :-),joy
Mere liye bht mushkil hai ana koi car nai mere pas tmne nikalna hi hai to gher tk ajao jb brarish rukay.Mere zehen mein project k ilawa kuch nai hota lab mein.tmne deni thi wo.mjhe usb lene bhi nai yad rha farooq se.,pessimism
Meri to sister bacho or husband smait yaha ayi hui hai. Mai nay to inka name hi IDP's rkh dia hai,joy
Inkay entry test k lia Mera pas first year mai 60% nai hai,sadness
Ok ma b kal hi bnau ga acha yeh bta kay ab kal system nhi bnwaney kya ?,optimism
mai ny kafi time wait krny k bd e usay cl ki,neutral
bank mangment systm ka projct para apk pas frnd ko chaye,anticipation
Nb a ja hm udr ja rae hain,trust
Mazhar kia kha hy phr subha ka,anticipation
tnsn na lo parho tm b,fear
Ye b thek e! Wese tere mood k 12 q bje hue hn aj kl???,surprise
Han mje b bht afsos hra hay..tmne aj pehnna tha na,sadness
Hahahaha jet gay hum wah g wah,joy
Sir ja  rahe hn tou class nae hogi.,anticipation
"W a
9:40 pr aa kr ly jain. Wslm",neutral
Swift DX 1221000  Swift DLX 1282000,neutral
Yr kal shaam ka rakh sakta ha plan?,trust
Rat main juldi so gya c.!!,neutral
Tu hamaray lia kar dia kar yar tu namazi banda gai hum to ghunagar hai :-(,anticipation
Wo tmari ch0o0oti sistr ka kia bna?,anticipation
Yr agr online hua kro do teen bnde to plzzz mje b txt kr dia kro me b online aa jao gi!,trust
Yar bs dermayan mein jma break aye ge,anticipation
entry test o raha ha waha yar....new bchy a ry hain na :-D,joy
Dhabay wale ground me ya samne wale me???,neutral
Haan yar per akhir kab takk :( bas 15 din bad jb lhr jaon ga to phir routine kharab ho jaye gi,sadness
Pata nahi eedon tha restaurant ka name...fortress mai McDonalds kay samnay,neutral
Khair mubarik abdullah eid mubarik ap sab ko bhi 😊,joy
"Ha g, ma road pr tha cal ka ni pta chala",fear
Please come in class at the earliest. Sir Adeel reached in class n desired your presence ASAP so that more contents may be covered today.,trust
Plz apna name bta do mere contacts dlt o gye hai,trust
Yar sb theek likh raha hon par?,neutral
Samjh ni ai tere msg ki,neutral
"Lkn %age in last exam k neechay red colour se jo likha h (% for mrx obtained in latest bachelor/master degree as before february 2014, after 12 years of education or equivalent) wo?? :|,",trust
Yaar abhi bahir nikal gaya hoon....aatay howay msg kardoon GA aajaien.,optimism
Han phr bhi 55 hi hoga,neutral
meri d ma enrol ho gyi ha ccn,neutral
Me Uni Ja Rha Hun Wahan Se Pouch K Btata Hun.,optimism
Tum ne class me nahi ana ?,surprise
Phone per baat kr lo. Wo kahi nikl na jai,fear
Hamza se kahein abi la dy..itny dino ka keh rai hon usko,trust
"yar mere sy chuss lag gi mein subha uni gya time table dekha to class 1 bje thi phir mein wpis a gya aik panga liya hua wo thk hua to shyad ho gai,",anticipation
Yea i know that i guess everyone is concernd abt their marks enjoylimits main hi karna chaiye,neutral
Tu waqar lOgo k 7 aye ga k akela??,anticipation
"Hapy birthdax to u,hapy birthdax to ma lvely frnd :) hapy birthday.
May u have many mre lyk ths :) stay blessed :)",joy
Ok thanks assignment sir ko hi ker dain.,neutral
I'm with cousions. Free ho ky call krta hu.,neutral
Me Subha Dun Ga. Light Nhi Hai Is Time.,optimism
Yr mood ne ha aj mai kud angry man hu . Dil ni kr raha koi b bt krne ka.,anger
Han exactly or kuch waqiye enjoyment k liye hi grp main ana chaty hai ,joy
Yr 4 din ka han bs 14 ya 15 ko khatam.,neutral
sir ma ne 11 30 pe nikalna ha corvit liberty se...meri class ha 10 se 11 30...i can wait for you from 12 to 5 in uni,optimism
Yr heavyparty ke kya zarort ha bus normal e last time jasi..,neutral
"Yar main jaldi ne uthti , ye to uni. A k uthna parta",neutral
Oyee shokhi.. Me aa gai hon :-) ,joy
Fb wali assignment thori mushkil hai. Wo iss liye bcz I dont have access to fb all the time..,sadness
Jutt s poch usy keh 9;30 p nikl pry ghr s,neutral
Han lekin wich edition kita kafi sara,neutral
Han yr features thory achy thy,joy
Nai isi leay to tm sy puch rhi hn,trust
Or somtimes lonely feel krti hon,sadness
Yar is lye ke kal me ghar ja rha hu,neutral
Sxh bta dil se axha h na,anticipation
Wo kun g kair to ha na,fear
"Yar tu confident hai?
Q k wo kh rai k phle hire kr bad main mai mje 0$ ki invoice bhejna main bank m paise bhej dungi",fear
Mere to L lag gye...pta nae kya bn'na hai,fear
khn ho me b k scnd py hon???,anticipation
please bring  double sheets as told for Ps test,trust
Yeah white people have shitty spots on their faces I noticed that thing.,anger
aja yahan hmary pass laptop lyta ana parhty hain,trust
Q hassan medical store wale lark a ko Dana ha,neutral
Yar mai nai sherloch got kai sath is ka first season dia tha,neutral
Send me F.B id i send u frnd request.,trust
Meri maira k sath ayi sub sy zada 90 percent :D,joy
Yr  bok la ain hn akar la low,neutral
Me ne ana hai cutting kranay abe.,optimism
"Dekha nhi th k abi video mein kuch nhi nikla th tb b uski tai haya k e khilaaf bol rhi t apni beti ko bachanay k liye, halanke unko b pta th k wo phone pe baat krti t raaton ko :@",anger
Hello!  fiza ksi hu. Yar tume ak kam kha tha.,anticipation
"Yar kal uni. Ne jana , ok na?",anticipation
bn k hmdard mera hm saya tu meri zndg m ae th pyar apno s b zyada kya mjhy tm n log khty hn tu prae h ay meri sheeeooo loa k aja misssuuuuu,love
ik jga ha lhr ma bhala...barkt mrket say ly ly..phatano say ya phf yateen khana choek say ly ly,neutral
"Habshi kah raha tha ka wo kaal uni jai ga......  Tja b bataya ha os na.........,",neutral
"W a
Allah pak mazeed karam farmaiay ameen",optimism
Prblm ye ha k hmare pas indian adaptation wali book nai ur us ma questions different hain agr tmhara net a gya to check karna k kisi ny group ma share kye ques,sadness
Main chutti hi nahi karti :-D,joy
Ni koi tention ni he wesay keh raha hun zara 2sron ki dua bari jaldi lagti he na is liye.,fear
Main ghar a gya hun 15 mint pehly,neutral
University Ki Official Website Kholo Ge. Wahan Main Page Pe Result Ki Option Ho Ge.,optimism
May kuch nai kar sakta is baray may,pessimism
Mble bag main tha pta nae chala me in my ofce nw :/ ,disgust
i thnk us ka jo dil h wo kray,neutral
Tym bata dy mujy kis tym tk awon ma,trust
For further details you contact me or Ejaz .... Replay me once then I ll be sure about you read this msg and coming to attend meeting.    ,trust
"Yar dono mae sirf 19, 20 ka ferq hy dono hi achae hy",neutral
Pick kyu karna hai?? oee?? Rape kay chakar mai to nahi???,fear
No he didn't let us in,disgust
"Fer onay bilkul kam nai kita hona,ais laee sanu shabash lab ri a",joy
aby kuty nhi hein hafi center chal lo bs yehi hai ,disgust
Fridy k gjr he hn aa jyo plx,neutral
yar jldi na machana status lganay ki raat ko pics aengi tb btana,anticipation
"Tusi baqaida cite kita a k kon keh rya a aur o published paper a. Baqi j odi logic nu explain krna a te o synopsis de scope vich nai a,",anticipation
Mery viyah ko saal 2saal dair hy many MsCs start kr lya hy,neutral
"Sir synopsis pe ap k sign kerwane the. Email ker di ha  hard copy phr kal submit ker dunga, i think that won't be a problem. Wasalam. ",trust
Ok when u complete that test plz come at sir's office,neutral
May be we should send him a gift,love
"Muje VU me log buht tang krty hen
Hr koi poochta he k tm ne goorey chittey ho and Tmhara baby look he
Tmhari buht girl friends hongi",disgust
Hmmm phr tO subhO 8 bjy waly lec k liye tmy kafi jaldi uthna parta hO ga rite?,anticipation
"Sooo, what's the friendship compatibility of Ours!!? :P",joy
mjhe asgnmnt mili h uni ma sir sy k aik un knwn num h us py 20o msgs krny hn aik week ma.,neutral
Yr a k he decide karty k kya karna h bcz abi ma kch nai bta sakta,optimism
Zaeem khe rha tha me bi karva rha hu.,neutral
Yes I just did.13th question pe boojha gya,neutral
Mdl twn park tm kaha hO??,neutral
kisi ne prhna shuru kiya? :P :D,joy
New new friends bnjyen gy hmen toh bhul jao gi. :p,anticipation
Ur kal tu ham 11.30 hi farigh hujya gay,optimism
Ni tu yar m ne ku kehna,neutral
"Yara WO dharny k logon ko IMRAN khan Aur Qadri NY prime minister house k bhr dhrny k liye kaha Jo pehly parliament k bhr dharna day rahy thy Aur jub WO log aagy Jana shuru howy to police ko order day k government NY shelling Aur firing krwa di hai,,,",fear
"as ke origional pic dakhi ha to na ?,",anticipation
Nahi yrr me ni jna . .jao tum log,neutral
Rizwan ka number ha ? wo ali pur wala. ?,trust
Yet not decided k treat kon de ga,pessimism
Wese b muje tu apny msg count pora krna hay :-) ,joy
Suna phr kia h ra ajkl,neutral
W a send an email about meeting time to me and madam. Wslm,trust
"shUghl kAr rAHy hO gAy tUm lOg?
hEnA?",joy
Wo tu me join he nai ki thi,neutral
Nashta bhr sa he karna parae ga ;-( ,sadness
Yehe ka m smjhta hn ap ko etne etne bt pa guxa q a jata ha etne jaldi na piare j yeh bt the na mujhe bht feel hta ha j g.,anger
Sir aj na ana Uol. Aj off hai.,anticipation
Thanks. I wil inform u jab karonga.,optimism
Put the evo in your wallet.ager evo bhool aye to I'll kill you.n I know tmhein apni jan bht aziz hai :p,joy
Yar abi tO tHokr py hai yaha sy 30 mint tak free hOna thn ana ha ab khud he dekh ly k kitna time lgta ha,neutral
chl phr share kr lty hn. what say.?,trust
Every bad Situation will have something positive. . . . . Even a stopped clock is correct twice a day. . . Think of this and lead ur life. . .,optimism
yar Dr.Sobia ne skhti se mana kr dia hai tm logoun ko leker janay se :( umair ne robot aur sensors lanay hein usay lanay do tm bus gher beth k dua kro ab,sadness
No just u and me nothing else :-D,joy
Mera quiz ha to ma ni arha kal,pessimism
Yr math ki tnsn he bs baki thek he,fear
Han umeed ha :-P oka dne hua bta dunga :-P,optimism
han pta ha mjy itni tm soni,joy
Kal mechanic pa kia kr rha tha phir,neutral
Yaar plzzz jaakay baat karlay us say...... Nahi to baad mai bachtaye ga,fear
Ye nai pOchty k kn kn sy hai bas yrr dua kar k clr hO jaye.. :),fear
Zindge do pal ke rhe na sada,sadness
Teacher ko mail b krdena ass1 ar quiz 1 k bare,neutral
"Mje lgta h uni khulaygi to mje kafi mushkil hogi set honay mein, ghr mein reh reh k intehaii sust hogai hun mein :(",fear
mind bacho wala h wasy bri bnti phrti,disgust
Miss hm sadaf k ghar ja rahy hy .or my ny 23rd ka clerk ko aha thy k interview date rakh ly.ub mdm ny naya shosha chorr diya..ub socha mdm ko bata do k mein to out of station ho 22nd ko hi awonge.muft mein hamein 18 sy bula rahi hy.or itni sakht grmi hy...,disgust
Urgent ha kam to yr la ao,neutral
Me Ne Yhi Technique Use Karte Huwe Kia Hai. :-P,joy
Good. Identitical hein ya different hein ?,anticipation
Nai yar tum milny ka plan bnaoo .. Zoke cafe to much expensive waha nai jana hum ny .... ,pessimism
Yr kise r se poch do,trust
Yar 8bje wali movie hay 7.30 tk ajana..plz?,trust
"Yar aj gr ma tendy pky hen, ma ni khany aja bhr chalain....",neutral
Mangni ka nhe pta hai rasam ka kuch suna hai is sunday lrkey walo ne ana hai nd next pe ye l0g jaye ge,anticipation
OK to kahan mily ga ??,anticipation
chal oka phr ho gi mulakat jb ayun ga again,optimism
Salam bhai g kiya haal ha,neutral
Yar ata hoa haleem la a,trust
Ptcl walo nae ishi hafty new and improved tab niqali hy,joy
"Yar ma na net sa aik folder download kiya tha os main he sab kuch mojood tha.....,",neutral
Sorry yar bhool gia tha. Raheeq ul makhtoom.,sadness
apni ap koi 3 imported wishes bayn jo ap pori krna chahta hn hary up now,anticipation
Nai iski zarort ni hay pgl,neutral
Guru kr ra he phr kam?,anticipation
Yar galt time pa dia hai ... Offices ni khul rhy,disgust
Jani tujey aik baat batai thi,love
I'm student of 1st semester of BSCS so can I take part in this?,anticipation
Yr ak brger la kr ai,trust
jani aa ja meri trf phr chalty han,love
Main tu ghar hi rehta main kahan ja skta,sadness
Hahahahhahah oee aesi baatien karay GA to mai nay sirf ek cheez mangni hai :P ,trust
Tbi itni bore ho rae o! Wese me itni zada bore nae hui in chutio me bs tm sb ko me ne bhhhtttt miss kia!,sadness
Me Teri Taraf Milne Aa Rha Tha.,neutral
Stop ka nam .. Chandiyan wali pulli tagbagh gate numbr 3. ,neutral
Isha yr.....abi 8 bjy hai yaha.,sadness
Owais Ko lay kar jaa ander Mai AA raha hoon 5 min Mai ,neutral
Rabia or sabeeha dono ko kh da,trust
Darwaza kHol mehram ma bhr khara hO kOi khOl he nai raha,disgust
Paper hain jnb mairy abi mushkil hai.,fear
Thora e chahiye lakin abi chahiye....m n kam submit krana e....,trust
Yehiii k esaa b hta hai mje kabi experience ni hua ya ma ne kabi note nai kiyaa phirr,surprise
Gr m sb thk hn na,anticipation
"mana kaha poch lta hain shayad chala mosam bra acha ha enjoyho jaa ga,",anticipation
Mein uni hun.juma k baad Fast jana hai project leker competition k liye,optimism
Sir are you free in the evening?,neutral
Evo ki purchase kae lia cnic ki photo copy cahiay,neutral
"Yar meri ankh khul jati , phr sojati and so on. .. .",neutral
Haan mian koi baat bni ? ,anticipation
Mannan sahb reply hi nai krtai,disgust
Yahan tou rain h0u rae ha bht taiz,fear
Yeh galat hogaya na abhi aesi koi baat nahi honi chaiye thi lekin khair hai usay cake ka tu nahi pata na,neutral
"Yr abu ne mana kr dya, tm log chale jana",fear
Inshallah kl zaroor bnae ga,optimism
Ye kafi inexpensive si hay..bt color acha hay..,neutral
koi bi container nazar ni atta road pr,neutral
bhai we jus tried the Chocolate Mud Pie...nd it wz yUmmm :D ..its over all occurrence captured my attention... :) my experience thr wz like no other.... ,joy
comsats ma ly ly spring ma,neutral
Haahaha lb chora plane hu ga,joy
Oe bachiyan ok krwa di hain 2 bje.. Tu jaldi a ab,neutral
"yar pakistan st.
ka kuch kr k tou nai ana tha ?? quiz tou ni aj ?",anticipation
"What,s up pe send karta hu w8.",trust
Yar tu ne lab task four kiya ha.,neutral
Us se pucha tha kahta ha main theak hn main khud ata hn bt aya ni kal jao ga us ja pas,optimism
"Yr sham ko i tried.. :)
mjy ik kam ha farig jaldi hua to a jao ga..",joy
Yar us ne mail mai likha hai k hm do bnde hain islye paise km kr maine 150 kaha hai manega nae q k kh rha tha dono assignment same hai ar tme kam aik e krna prega diffrent style se to kch nae to main 10000 se neche nae kunga uski tnshn na le,optimism
Fyp tera aglay smester mein ha na,anticipation
Dod a jye tu msg kr dena,trust
ku maine to wsh kia tha,neutral
"Yara agar UET main tera electrical ya mechanical main ho rhaa hai to phr engineering karni tujhy mery khyaal sy wesy apny apny interest ki baat hoti hai dekh lay aagy,,,",neutral
Yr wo dost ko daena tha is nae jana ha date phar khal.,neutral
Yar tm aur imran wakai cosins ne ho?,anticipation
Umair apka group nai mila abi tk,neutral
Yr pta nai late ho jao ga aj!,fear
Main sbe school n IS dept main hoti,neutral
Yr masla pta kia ha. Yad ha tm log us din upar aie tha to papa bol raha tha gusa kr raha tha. To mja yaken kr us din papa pe bht gusa aya ka humari jaha bni hue ha waha to kam se kam rehna dae. Aksar esa hta ha mra ya arslan ka koe dost milnae a jae to papa dant ke bhej deta ha.,anger
bas jitna bike tang kar rahi hy soch raha hu ake gari le lo ,anticipation
"han koi xrori kam t,ha ki",neutral
Umair mery ghar jai or daki ghar wale ghar hi ha kya.,trust
"baji,

I have removed some unwanted software on your laptop
I have also turned off many unwanted software at Windows Startup, you can launch them whenever you want
I have also hidden some apps from Start screen to load Windows quickly

If there is anything else you want to be removed or added please tell me",neutral
Lekn phr b bht km ha.,neutral
wo call ni pick kr raha ma n 6 bar ki ha ab ma n ni krni,disgust
Han maine tu bus wohi kiay hain....,neutral
Yar cell nbr ye nbr ni,neutral
asl m ye b chahti hmri uni  ajye,neutral
Hahahah... wakay e asar hnda ae mnu aj pata chal gyaa,joy
Hahahahahaha  achaww...yrrr pehlay btata mai tu utar gea hon.....,joy
Yar ma eca ki assignment ab kese submit krwao?,neutral
Phr sary usman waqas l0g pechy ay unho ne s0ry ki jan ch0ti abi bike thek krwane lga h,sadness
Me sub se pucho ga agr are hove to a jou ga,trust
Yr mujy hafty ki be cls laena hn a ur fir late ho jao ga min.,fear
Yeh jo msg apny send kya hai it cant b seen on my mob,neutral
On the way will reach in 20 min,optimism
Ja k ly aie ksi be shop sa..,neutral
Telha keh raha tha kae us kae papers khatam hony kae baad WO Sargodha gahy ga.......,optimism
Mil k chalty ha agr thora wait kar sakta ha,trust
"Ek gulshan ravi ae ek johar town 
kithy ziada easily aa skti o?",trust
Paper muskil daikh k bichari k rung ur gae hain,surprise
"Yara main NY abhi  parhy hain  msg's.!! Ok dy  jaon  ga  book,,,",optimism
Nhi itna late ni hoga maximum 15 days.,optimism
Yr lec start h gya ha,neutral
If you want today's that I,neutral
Ok. Me Asar K Baad Aata Hun.,optimism
kadi tusi v a jaya kro janab?,neutral
Usy is main koi future nazar aata ho ga to WO gya hai na is line main.!!,optimism
Mery any sy pahly he agya tha,neutral
O teri yarr ye bara pera huaa waisy.. acha satrdy off hota hai waisy???,sadness
"Yar rat v net ni c chal rya,hun office vich le k nai aya",disgust
"Due to some personal reason
No plan for today.",fear
system ky lea market nhi ghoma laptop ka idea hai but agar 20 ka huga tu bht acha hu ga may be sasta hi hu is sy zaida mehna na hu,anticipation
